20001,AAAA BHI JA ,TEESRI KASAM ,LATA MANGESHKAR 
20249,CHADHTI JAWAANI MERI ,CARAVAN ,LATA, MOHD. RAFI 
20250,CHAHE RAHO DOOR ,DO CHOR ,LATA, KISHORE KUMAR 
20251,CHAHIYE THODA PYAAR ,LAHOO KE DO RANG ,KISHORE KUMAR 
20252,CHAHUNGA MAIN TUJHE ,DOSTI ,MOHD. RAFI 
20253,CHAKKE MEIN CHAKKA ,BRAHMACHARI ,MOHD. RAFI 
20254,CHAL AKELA CHAL AKELA ,SAMBANDH ,MUKESH 
20255,CHAL CHAL MERE SAATHI ,HAATHI MERE SAATHI ,KISHORE KUMAR 
20256,CHAL CHALEN AE DIL ,JHEEL KE US PAAR ,LATA MANGESHKAR 
20257,CHAL CHAMELI BAAG MEIN ,KRODHI ,LATA,SURESH WADKAR 
20258,CHAL DARIYA MEIN ,PREM KAHANI ,LATA,KISHORE KUMAR 
20259,CHALAT MUSAFIR ,TEESRI KASAM ,MANNA DEY 
20260,CHALE JAANA NAHI ,BADI BAHEN ,LATA MANGESHKAR 
20261,CHALE JANA ZARA TEHRO ,AROUND THE WORLD ,MUKESH, SHARDA 
20262,CHALE THE SAATH MILKAR ,HASINA MAAN JAYEGI ,MOHD. RAFI 
20263,CHALI CHALI RE PATANG ,BHABHI ,LATA, MOHD. RAFI 
20264,CHALI MERI DULHAN KI DOLI ,DARPAN ,MOHD. RAFI 
20265,CHALO DILDAR CHALO ,PAKEEZHA ,LATA, MOHD. RAFI 
20266,CHALO EK BAAR PHIR SE ,GUMRAAH ,MAHENDRA KAPOOR 
20267,CHALO RE DOLI UTHAAO ,JAANI DUSHMAN ,MOHD. RAFI 
20268,CHALO TUMKO LEKAR CHALE ,JISM ,SHREYA GHOSHAL 
20269,CHALTE CHALTE YUN HI KOI ,PAKEEZHA ,LATA MANGESHKAR 
20270,CHALTI KA NAAM ZINDAGI ,CHALTI KA NAAM ZINDAGI ,KISHORE,MAHENDRA 
20271,CHANA ZOR GARAM ,KRANTI ,LATA,KISHORE,RAFI 
20272,CHAND AAHEN BHAREGA ,PHOOL BANE ANGAARE ,MUKESH 
20273,CHANDA HAI TU ,ARADHANA ,LATA MANGESHKAR 
20274,CHANDA KO DHUNDNE ,JEENE KI RAAH ,ASHA,USHA,HEMLATA 
20275,CHANDA 0 CHANDA ,LAAKHON MEIN EK ,LATA MANGESHKAR 
20276,CHANDA RE CHANDA RE ,SAPNEY ,HARIHARAN, SADHANA 
20277,CHANDAN SA BADAN ,SARASWATI CHANDRA ,MUKESH 
20278,CHANDI KI DEEWAR NA TODI ,VISHWAAS ,MUKESH 
20279,CHANDNI RAAT MEIN ,DIL-E-NADAAN ,LATA,KISHORE KUMAR 
20280,CHANDRALEKHA ,CHOR CHOR ,ANUPAMA, A.R. REHMAN 
20281,CHAUDAHVEEN KA CHAAND ,CHAUDHAVEEN KA CHAAND ,MOHD. RAFI 
20282,CHEHRE PE GIRE ZULFEN ,SURAJ ,MOHD. RAFI 
20283,CHHALIYA MERA NAAM ,CHHALIA (1960) ,MUKESH 
20284,CHHALKE TERI AANKHON SE ,ARZ00(1965) ,MOHD. RAFI 
20285,CHHOD DE SARI DUNIYA ,SARASWATI CHANDRA ,LATA MANGESHKAR 
20286,CHHODO KAL KI BAATEIN ,HUM HINDUSTANI ,MUKESH 
20287,CHHODO SANAM KAAHE KA GAM ,KUDRAT ,KISHORE, ANETTE 
20288,CHHOO LENE DO ,KAAJAL ,MOHD. RAFI 
20289,CHHOTI SI KAHANI SE ,IJAAZAT ,ASHA BHOSLE 
20290,CHHOTI SI IYEH ZINDAGANI ,AAH ,MUKESH 
20291,CHHUP GAYE SARE NAZARE ,DO RAASTEN ,LATA, MOHD. RAFI 
20292,CHHUPA LO YUN DIL ,MAMTA ,HEMANT KUMAR, LATA 
20293,CHIDIYA CHIDIYA ,DUSHMAN(1998) ,CHORUS 
20294,CHIL CHIL CHILLA KE ,HALF TICKET ,KISHORE KUMAR 
20295,CHINGARI KOI BHADKE ,AMARPREM ,KISHORE KUMAR 
20296,CHIRAG DIL KA JALAAO ,CHIRAG ,MOHD. RAFI 
20297,CHITTHI NA KOI SANDES ,DUSHMAN ,JAGJIT SINGH 
20298,CHOCLATE LIME JUICE ,HUM AAPKE HAIN KAUN ,LATA MANGESHKAR 
20299,CHORI CHORI ,OM JAI JAGDISH ,SONU NIGAM, ALKA YAGNIK 
20300,CHORI CHORI KOI AAYE ,NOORIE ,LATA MANGESHKAR 
20301,CHOTI SI UMAR MEIN ,BAIRAAG ,LATA MANGESHKAR 
20302,CHUN CHUN GHUNGARU BOLE ,FAAGUN ,ASHA BHOSLE 
20303,CHUN CHUN KARTI AAYI ,AB DILLI DOOR NAHIN ,MOHD. RAFI 
20304,CHUP CHUP KHADE HO ,BADI BAHEN ,LATA,PREMLATA 
20305,CHUPKE CHUPKE RAAT DIN ,NIKAAH ,GHULAM ALI 
20306,CHURA LIYA HAI TUMNE JO DIL KO ,YAADON KI BARAAT ,ASHA BHOSLE, MOHD. RAFI 
20307,CHURAAYA CHURAAYA ,REHNA HAI TERE DIL MEIN ,PREETI, PINKY 
20308,CRY CRY ,JHOOTA HI SAHI ,SHREYA, RASHID ALI 
20309,DAFLI WALE DAFLI BAJA ,SARGAM ,LATA, MOHD.RAFI 
20310,DAGA DAGA VAI VAI VAI ,KALITOPILAL RUMAL ,LATA MANGESHKAR 
20311,DAM BHAR J UDHAR MUH ,AAWARA ,LATA,MUKESH 
20312,DARDE DIL DARDE JIGAR ,KARZ ,MOHD. RAFI 
20313,DARIYA KINARE EK ,SABSE BADA RUPAIYA ,LATA,KISHORE KUMAR 
20314,DARWAZA BAND KAR LO ,DARR ,LATA,ABHIJEET 
20315,DE DAARU ,KARMA ,KISHORE,MANHAR 
20316,DE DE PYAAR DE ,SHARAABI ,KISHORE KUMAR 
20317,DEEWANA HUA BAADAL ,KASHMIR KI KALI ,MOHD.RAFI.ASHA BHOSLE 
20318,DEEWANA MUJH SA NAHIN ,TEESARI MANZIL ,MOHD. RAFI 
20319,DEEWANE KA NAAM TO PUCHHO ,AN EVENING IN PARIS ,MOHD. RAFI 
20320,DEEWANON SE YEH MAT PUCHHO ,UPKAAR ,MUKESH 
20321,DEKH CHAAND KI AUR ,AAG ,S. BEGUM,SHAILESH 
20322,DEKH KE YE ROOMAL ,BEKHUDI ,ASHA BHOSLE 
20323,DEKH TERE SANSAR Kl HAALAT ,NASTIK ,PRADIP 
20324,DEKHA EK KHWAB TO YE ,SILSILA ,LATA, KISHORE KUMAR 
20325,DEKHA NA HAYE RE ,BOMBAY TO GOA ,KISHORE KUMAR 
20326,DEKHO MAINE DEKHA ,LOVE STORY ,LATA, AMIT KUMAR 
20327,DEKHO ROOTHA NA KARO ,TERE GHAR KE SAMNE ,LATA,MOHD. RAFI 
20328,DENEWALA ,HERA PHERA ,ABHIJEET,VINOD 
20329,DHAL GAYA I DIN ,HUMJOLI ,ASHA, MOHD. RAFI 
20330,DHANYA BHAAG SEVA KA ,SUR SANGAM ,RAJAN,SAJAN,KAVITAK 
20331,DHEERE DHEERE ,KALYUG ,ALISHA CHINOY 
20332,DHEERE DHEERE BOL ,GORA AUR KAALA ,LATA MANGESHKAR 
20333,DHEERE DHEERE CHAL ,LOVE MARRIAGE(1959) ,LATA MANGESHKAR, MOHD.RAFI 
20334,DHEERE DHEERE MACHAL ,ANUPAMA ,LATA MANGESHKAR 
20335,DHEERE DHEERE ZARA ,AGAR TUM NA HOTE ,ASHA BHOSALE 
20336,DHEERE SE AAJA RI ,ALBELA ,LATA MANGESHKAR 
20337,DHEERE SE JAANA KHATIYAN MEIN ,CHHUPA RUSTAM ,KISHORE KUMAR 
20338,DHOKA ,DHOKA ,RAFAQAT ALI KHAN 
20339,DHOL BAJNE LAGA ,VIRAASAT ,KAVITA K., UDIT NARAYAN 
20340,DHOOM MACHE DHOOM ,KAALA PATTHAR ,LATA,RAFI,MAHENDRA 
20341,DHUNDHE TUJHKO NAIN ,JAB YAAD KISI KI AATI HAI ,LATA,MAHENDRA 
20342,DIDI TERA DEVAR DEEWANA ,HUM AAPKE HAI KAUN ,LATA, S.P.BALA'UM 
20343,DIKHAI DIYE YUN ,BAAZAR ,LATA MANGESHKAR 
20344,DIL AASHNA HAI ,DIL AASHNA HAI ,SURESH WADKAR,SADHNA 
20345,DIL AISA KISI NE MERA ,AMANUSH ,KISHORE KUMAR 
20346,DIL APNA AUR PREET PARAYEE ,DIL APNA AUR PREET PARAI ,LATA MANGESHKAR 
20347,DIL DEEWANA BIN SAJANA KE ,MAINE PYAAR KIYA ,LATA MANGESHKAR 
20348,DIL DEKE DEKHO ,DIL DEKE DEKHO ,MOHD. RAFI 
20349,DIL DENE KI RUT AAYI ,PREM GRANTH ,ALKA YAGNIK,VINOD 
20350,DIL DHADKE ,DARD ,SURAIYYA 
20351,DIL DHADKE NAZAR SHARMAAYE ,ALBELA ,LATA MANGESHKAR 
20352,DIL DHOONDTA HAI ,MAASOOM ,BHUPINDER 
20353,DIL DIYA HAI JAAN BHI DENGE ,KARMA ,MOHD. AZIZ, KAVITA K. 
20354,DIL EK MANDIR HAI ,DIL EK MANDIR ,MOHD. RAFI,SUMAN 
20355,DIL GHABARATA HAI ,POLICE AUR MUJRIM ,AMIT KUMAR 
20356,DIL HAAYE MERA DIL ,PARAYA DHAN ,KISHORE KUMAR 
20357,DIL HAI KI DHADAKTA ,JAHAN PYAR MILE ,MOHD. RAFI 
20358,DIL JALON KA ,ZANJEER ,ASHA BHOSLE 
20359,DIL KA BHANWAR KARE ,TERE GHAR KE SAMNE ,MOHD. RAFI 
20360,DIL KA HAAL SUNE ,SHREE 420 ,MANNA DEY 
20361,DIL KAHE RUK JAA RE ,MANN KIAANKHEN ,MOHD. RAFI 
20362,DIL KE ARMAAN ,NIKAAH ,SALMA AAGAH 
20363,DIL KE JHAROKE MAIN ,BRAHMACHAARI ,MOHD. RAFI 
20364,DIL KI AAWAAZ BHI SUN ,HUM SAAYA ,MOHD. RAFI 
20365,DIL KI GIRAH ,RAAT AUR DIN ,LATA MANGESHKAR, MANNA DEY 
20366,DIL KI NAZAR SE ,ANARI(1959) ,LATA MANGESHKAR.MUKESH 
20367,DIL KI LYE AARZU ,NIKAAH ,SALMA AAGAH, MAHENDRA K 
20368,DIL KO HAZAAR BAAR ,MURDER ,ALISHA CHINOY 
20369,DIL KO TUMSE PYAAR HUA ,REHNA HAI TERE DIL MEIN ,ROOP KUMAR RATHODE 
20370,DIL LE GAYI TERI BINDIYA ,VISHWATMA ,AMIT,MO.AZIZ,SAPNA 
20371,DIL LEKE ,NA TUM JAANO NA HUM ,PAMELA JAIN, UDIT NARAYAN 
20372,DIL MEIN KYA HAI ,JIGRI DOST ,LATA,MOHD. RAFI 
20373,DIL NE DIL SE KYA KAHA ,AAINA ,LATA, NITIN MUKESH 
20374,DIL NE PHIR YAAD KIYA ,DIL NE PHIR YAAD KIYA ,MOHD.RAFI MUKESH, SUMAN K 
20375,DIL PUKAARE AA RE AA RE ,JEWEL THIEF ,MOHD. RAFI, LATA 
20376,DIL TADAP TADAP KE ,MADHUMATI ,LATA MANGEHSKAR, MUKESH 
20377,DIL TO DIL HAI ,ZINDAGI EK JUA ,ASHA BHOSLE 
20378,DIL TO HAI DIL ,MUQADDAR KA SIKANDAR ,LATA MANGESHKAR 
20379,DIL TODANE WALE ,RAAGINI ,ASHA BHOSLE 
20380,DIL TOOT GAYA ,AAG ,SHAMSHAD BEGAM 
20381,DIL USE DO JO JAAN DE DE ,ANDAAZ ,ASHA BHOSLE, MOHD. RAFI 
20382,DILBAR DIL SE PYARE ,CARAVAN ,LATA MANGESHKAR 
20383,DILLI DILLI ,NO ONE KILLED JESSICA ,ADITI,TOCHI,SHRIRAM 
20384,DIN DHAL JAAYE ,GUIDE ,MOHD. RAFI 
20385,DIN HAI BAHAAR KE ,WAQT ,ASHA,MAHENDRA KAPOOR 
20386,DIN MAHEENE SAAL ,AVTAAR ,LATA, KISHORE KUMAR 
20387,DING DONG ,HERO ,ANURADHA.MANHAR 
20388,DISCO 82 ,KHUDDAAR ,LATA,KISHORE KUMAR 
20389,DIWAANE HAI DIWAANO KO NA ,ZANZEER ,LATA, MOHD. RAFI 
20390,DIYE JALAAYE PYAR KE ,DHARTI KAHE PUKAR KE ,LATA MANGESHKAR 
20391,DIYE JALTE HAI ,NAMAK HARAAM ,KISHORE KUMAR 
20392,DO ANJAANE AJNABI ,VIVAH ,UDIT NARAYAN, SHREYA 
20393,DO BAATEN PYAAR BHARI ,AANKHON AANKHON MEIN ,KISHORE KUMAR, ASHA 
20394,DO GHOOT MUJHE BHI ,JHEEL KE US PAAR ,LATA MANGESHKAR 
20395,DO HANSO KA JODA ,GANGA JAMUNA ,LATA MANGESHKAR 
20396,DO LAFZON KI IHA ,THE GREAT GAMBLER ,ASHA BHOSLE 
20397,DO NAINA AUR EK KAHANI ,MASOOM ,AARTI MUKHARJEE 
20398,DO NISHAANIYAN ,JHOOTA HI SAHI ,SONU NIGAM 
20399,DOLI MEIN BITHHAL KE KAHAAR ,AMAR PREM ,D.BURMAN 
20400,DONON NE KIYA THA ,MAHUA ,MOHD. RAFI 
20401,DOOR REH KAR ,AMAANAT ,MOHD. RAFI 
20402,DOORI NA RAHE KOI ,KARTAVYA ,LATA MANGESHKAR 
20403,DOST DOST NA RAHA ,SANGAM ,MUKESH 
20404,DOSTI KARTE NAHIN ,AARZ00 ,KUMAR SANU,ALKA,UDIT 
20405,DOSTON MEIN KOI BAAT ,PREM KAHANI ,MOHD. RAFI 
20406,DUKH SUKH KI ,KUDRAT(1980) ,CHANDRASEKHAR GADGIL 
20407,DUKHI MANN MERE ,FUNTOOSH ,KISHORE KUMAR 
20408,DULHAN CHALI ,PURAB AUR PASCHHIM ,MAHENDRA KAPOOR 
20409,DULHAN SE TUMHARA ,ANOKHI RAAT ,MUKESH 
20410,DUM DUM DIGA DIGA ,CHHALIYA (1960) ,MUKESH 
20411,DUM MAARO DAM ,HARE KRISHNA HARE RAM ,ASHA BHOSLE 
20412,DUNIYA BANAANE WALE ,TEESRI KASAM ,MUKESH 
20413,DUNIYA KARE SAWAAL ,BAHU BEGAM ,LATA MANGESHKAR 
20414,DUNIYA MEIN KITNA GAM ,AMRIT ,ANURADHA,MOHD.AZIZ 
20415,DUNIYA MEIN LOGON KO ,APNA DESH ,ASHA BHOSLE, R.D. BURMAN 
20416,DUNIYA MEIN REHNA HAI TO KAAM KAR PYARE ,HAATHI MERE SAATHI ,KISHORE KUMAR 
20417,DUNIYA MUJHKO PAAGAL ,24 GHANTE ,MUKESH 
20418,DUNIYA SE JAANE WALE ,PUSHPANJALI ,MUKESH 
20419,DUNIYAN KI SAIR KAR LO ,AROUND THE WORLD ,MUKESH, SHARDA 
20420,DUNIYAN MEIN KITNA GUM HAI ,AMRIT ,ANURADHA PAUDWAL 
20421,DUPATTA MERA MALMAL KA ,ADALAT ,ASHA,GEETA DUTT 
20422,EENA MEENA DIKA ,AASHA ,KISHORE KUMAR 
20423,EHSAAN TERA HOGA MUJH PAR ,JUNGLEE ,MOHD. RAFI 
20424,EK ADHURI SI MULAQAT ,DAHLEEZ ,MAHENDRA,BHUPINDER 
20425,EK AJNABI HASEENA SE ,AJNABI ,KISHORE KUMAR 
20426,EK AKELAIS SHEHER MEIN ,GHARONDA ,BHUPINDER SINGH 
20427,EK BAAR SIRF EK BAAR ,AADHA DIN AADHI RAAT ,ASHA BHOSLE 
20428,EK BAAT KAHUN ,GOLMAAL ,LATA MANGESHKAR 
20429,EK BAGIYAN MEIN ,SAPNAY ,CHITHRA,SHANKAR 
20430,EK BANJARA GAAYE ,JEENE KI RAAH ,MOHD. RAFI 
20431,EK BATA DO ,KALICHARAN ,ANURADHA,KANCHAN 
20432,EK DAAL PAR TOTA BOLE ,CHOR MACHAYE SHOR ,MOHD. RAFI, LATA 
20433,EK DIN SAPNE MAI ,GOLMAAL ,KISHORE KUMAR 
20434,EK DIN TERA DHEERE SE ,GURUDEV ,AMIT KUMAR 
20435,EK DUKHIYARI KAHE ,RAM TERI GANGA MAILI ,LATA MANGESHKAR 
20436,EK GHAGRA ,KURUKSHETRA ,SUNIDHI CHAUHAN 
20437,EK GHAR BANAUNGA ,TERE GHAR KE SAAMNE ,LATA, MOHD. RAFI 
20438,EK HASEEN SHAAM KO ,DULHAN EK RAAT KI ,MOHD. RAFI 
20439,EK HASEENA THI ,KARZ ,KISHORE KUMAR 
20440,EK LADKI BHEEGI ,CHALTI KA NAAM GAADI ,KISHORE KUMAR 
20441,EK LADKI KI TUMHE ,MERE YAAR KI SHAADI HAI ,UDIT NARAYAN, ALKA YAGNIK 
20442,EK LADKI KO DEKHA TO AISA LAGA ,1942 A LOVE STORY ,KUMAR SANU 
20443,EK MAIN AUR EK TU ,DAAYRA(1997) ,HARIHARAN,JASBINDER KAUR 
20444,EK MAIN AUR EK TU ,KHEL KHEL MEIN ,ASHA, KISHORE KUMAR 
20445,EK NAZAR MEIN BHI ,TAXI NO. 211 ,K.K., SUNIDHI CHAUHAN 
20446,EK PYAR KA NAGMA HAI ,SHOR ,LATA MANGESHKAR, MUKESH 
20447,EK RADHA EK MEERA ,RAM TERI GANGA MAILI ,LATA MANGESHKAR 
20448,EK RASTA AAHA AAHA ,RAAM BALRAAM ,KISHORE, MOHD.RAFI 
20449,EK ROZ MAIN TADAPKAR ,BEMISAAL ,KISHORE KUMAR 
20450,EK SHAHENSHAH NE ,LEADER ,LATA,MOHD. RAFI 
20451,EK TAARA BOLE ,YAADGAR ,MAHENDRA KAPOOR 
20452,EK TARAF HUM TUM ,ANDHA KAANOON ,ASHA BHOSLE,S.P.B. 
20453,EK TERA SAATH HUMKO ,WAPAS ,LATA,MOHD. RAFI 
20454,EK THA GUL ,JAB JAB PHOOL KHILE ,MOHD. RAFI 
20455,EK TO MERA MASTANA ,GORA AUR KALA ,LATA MANGESHKAR 
20456,EXCUSE ME ,STYLE ,NITIN RAIKWAR,NISHI 
20457,FAASLE HAIN BAHUT ,FAASLE ,ASHA BHOSLE 
20458,GAATA RAHE MERA DIL ,GUIDE ,LATA, KISHORE KUMAR 
20459,GAAYE JA GEET MILAN KE ,MELA(1948) ,MUKESH 
20460,GADI DHERE HAANK RE ,MOTHER INDIA ,SHAMSHAD BEGUM MOHD. RAFI 
20461,GAIRON PE KARAM ,AANKHEN ,LATA MANGESHKAR 
20462,GALI GALI SHOR ,AAR PAAR ,KISHORE KUMAR 
20463,GALI MEIN AAJ CHAAND NIKLA ,ZAKHM ,ALKA YAGNIK 
20464,GAM KA FASANA ,MANCHALI ,KISHOR KUMAR 
20465,GANGA MAIYYA MEIN ,CHANDAN KA PALNA ,LATA MANGESHKAR 
20466,GAPOOCHI GAPOOCHI GUM GUM ,TRISHUL ,LATA, NITIN MUKESH 
20467,GAR TUM BHOOLA NA DOGE ,YAKEEN ,MOHD. RAFI 
20468,GARAJ BARAS SAWAN ,PAAP ,ALIAZAMAT 
20469,GAWAH HAI CHAND TAARE GAWAH HAI ,DAAMINI ,ALKA YAGNIK, KUMAR SANU 
20470,GAYA BACHPAN ,AANKHON ANKHON MEIN ,LATA MANGESHKAR 
20471,GE GELI ZARA TIMBAK TOO ,JHUMROO ,KISHORE KUMAR 
20472,GEET GAATA CHAL 0 SAATHI ,GEET GATA CHAL ,JASPAL SINGH 
20473,GEET GAATA HOON MAIN ,LAL PATTHAR ,KISHORE KUMAR 
20474,GEET GAAYA PATTHARON NE ,GEET GAAYA PATHARON NE ,ASHA.MAHENDRA KAPOOR 
20475,GHAR AAJA PARDESI ,DILWALE DULHANIA LE JAYENGE ,PAMELA.MANPREET 
20476,GHAR AAYA MERA PARDESI ,AAWARA ,LATA MANGESHKAR 
20477,GHAR JAYEGI TAR JAYEGI ,KHUSHBOO ,ASHA BHOSLE 
20478,GHUNGAROON KI TARAH ,CHOR MACHAAYE SHOR ,KISHOR KUMAR 
20479,GOLMAAL HAI BHAI ,GOLMAAL ,R.D. BURMAN, SAPAN C. 
20480,GORE GORE ,SAMAADHI ,LATA MANGESHKAR, AMIR BAAI 
20481,GORE HAATHON PAR NA ,PYAAR KIYE JAA ,MOHD. RAFI 
20482,GORI HO KALI HO ,BIWI 0 BIWI ,KISHORE KUMAR 
20483,GORI KE HAATH MAIN ,MELA (1971) ,LATA MANGESHKAR, MOHD.RAFI 
20484,GORI TERA GAAON BADA ,CHITCHOR ,K.J. YSUDAS 
20485,GORIYA RE GORIYA RE ,AAINA ,LATA, JOLLY MUKHARJEE 
20486,GORON KI NA KAALON KI ,DISCO DANCER ,SURESH WADKAR 
20487,GULAABI GULAABI AANKHON SE ,BANPHOOL ,MOHD. RAFI 
20488,GUM HAI KISI KE ,RAMPUR KA LAXMAN ,LATA, KISHORE KUMAR 
20489,GUMNAAM HAIN KOI ,GUMNAAM ,LATA MANGESHKAR 
20490,GUN GUN KARTA AAYA ,MUSKURAHAT ,SADHANA,KUMAR SANU 
20491,GUNGUNA RAHE HAIN ,AARADHANA ,ASHA BHOSLE, MOHD. RAFI 
20492,GUNI JANO BHAKT JANO ,AANSOON AUR MUSKAAN ,KISHORE KUMAR 
20493,HA DEEWANA HOON MAIN ,SARANGA ,MUKESH 
20494,HAAL KAISA HAI JANAAB KA ,CHALTI KA NAAM GAADI ,ASHA BHOSLE, KISHORE KUMAR 
20495,HAAL KYA HAI DILON KA ,ANOKHI ADAA ,KISHORE KUMAR 
20496,HAAN MERA DEEWAANAPAN ,DEEWANAPAN ,SHAAN,SUNIDHI 
20497,HAATH AAYA HAI JABSE ,DIL AUR MOHABBAT ,ASHA,MAHENDRA 
20498,HAAY MOHABBAT ,HERO ,LATA,SURESH WADKAR 
20499,HAAY RE NA MARO ,GARAM MASALA ,ASHA BHOSLE 
20500,HAAYE RE HAAYE ,HUMJOLI ,LATA,MOHD. RAFI 
20501,HAI APNA DIL TO AAWAARA ,SOLWAAH SAAL ,HEMANT KUMAR 
20502,HAII ISI MEIN PYAAR KIAABRU ,ANPADH ,LATA MANGESHKAR 
